101909,'FN'
101909,'YN'
101909,'BN'
101909,'M'
101909,'Q'
101910,'F'
101910,'Y'
101910,'H'
101910,'Q'
101910,'K'
101911,'F'
101911,'Y'
101911,'H'
101911,'Q'
101911,'K'
101912,'F'
101912,'Y'
101912,'B'
101912,'M'
101912,'Q'
101914,'Y'
101914,'H'
101914,'Q'
101914,'K'
101914,'L'
101915,'F'
101915,'Y'
101915,'H'
101915,'Q'
101915,'K'
101916,'F'
101916,'Y'
101916,'B'
101916,'M'
101916,'Q'
101917,'F'
101917,'Y'
101917,'B'
101917,'M'
101917,'Q'
101918,'F'
101918,'Y'
101918,'H'
101918,'Q'
101918,'K'
101922,'F'
101922,'Y'
101922,'B'
101922,'M'
101922,'Q'
101923,'F'
101923,'Y'
101923,'H'
101923,'Q'
101923,'K'
101925,'F'
101925,'Y'
101925,'B'
101925,'M'
101925,'Q'
101926,'F'
101926,'Y'
101926,'H'
101926,'Q'
101926,'K'
101927,'F'
101927,'Y'
101927,'B'
101927,'M'
101927,'Q'
101928,'F'
101928,'Y'
101928,'B'
101928,'M'
101928,'Q'
101929,'FN'
101929,'YN'
101929,'BN'
101929,'M'
101929,'Q'
101951,'F'
101951,'Y'
101951,'H'
101951,'Q'
101951,'K'
101952,'F'
101952,'Y'
101952,'B'
101952,'M'
101952,'Q'
101953,'F'
101953,'Y'
101953,'B'
101953,'M'
101953,'Q'
101954,'F'
101954,'Y'
101954,'H'
101954,'Q'
101954,'K'
101955,'F'
101955,'Y'
101955,'B'
101955,'M'
101955,'Q'
101956,'F'
101956,'Y'
101956,'H'
101956,'Q'
101956,'K'
101957,'F'
101957,'Y'
101957,'H'
101957,'Q'
101957,'K'
101958,'F'
101958,'Y'
101958,'B'
101958,'M'
101958,'Q'
101959,'FN'
101959,'YN'
101959,'H'
101959,'QN'
101959,'K'
102122,'F'
102122,'Y'
102122,'B'
102122,'M'
102122,'Q'
102123,'F'
102123,'Y'
102123,'H'
102123,'Q'
102123,'K'
102125,'F'
102125,'Y'
102125,'B'
102125,'M'
102125,'Q'
102126,'F'
102126,'Y'
102126,'B'
102126,'M'
102126,'Q'
102127,'F'
102127,'Y'
102127,'B'
102127,'M'
102127,'Q'
102128,'F'
102128,'Y'
102128,'H'
102128,'Q'
102128,'K'
102129,'F'
102129,'Y'
102129,'B'
102129,'M'
102129,'Q'
102133,'F'
102133,'Y'
102133,'B'
102133,'M'
102133,'Q'
102134,'FN'
102134,'YN'
102134,'H'
102134,'QN'
102134,'K'
102135,'FN'
102135,'YN'
102135,'BN'
102135,'M'
102135,'Q'
102136,'FN'
102136,'YN'
102136,'BN'
102136,'M'
102136,'Q'
102137,'FN'
102137,'YN'
102137,'BN'
102137,'M'
102137,'Q'
102139,'F'
102139,'Y'
102139,'B'
102139,'M'
102139,'V'
102144,'F'
102144,'Y'
102144,'B'
102144,'M'
102144,'Q'
102147,'F'
102147,'Y'
102147,'B'
102147,'M'
102147,'V'
102148,'F'
102148,'Y'
102148,'B'
102148,'M'
102148,'Q'
102150,'F'
102150,'Y'
102150,'B'
102150,'M'
102150,'Q'
102162,'F'
102162,'Y'
102162,'B'
102162,'M'
102162,'Q'
102163,'F'
102163,'Y'
102163,'B'
102163,'M'
102163,'Q'
102164,'F'
102164,'Y'
102164,'B'
102164,'M'
102164,'V'
102165,'F'
102165,'C'
102165,'B'
102165,'M'
102165,'K'
102166,'F'
102166,'Y'
102166,'B'
102166,'M'
102166,'Q'
102172,'F'
102172,'Y'
102172,'B'
102172,'M'
102172,'V'
102173,'F'
102173,'Y'
102173,'B'
102173,'M'
102173,'Q'
102177,'F'
102177,'Y'
102177,'B'
102177,'M'
102177,'Q'
102188,'FN'
102188,'YN'
102188,'B'
102188,'M'
102188,'V'
102190,'FN'
102190,'YN'
102190,'BN'
102190,'M'
102190,'Q'
102191,'FN'
102191,'YN'
102191,'BN'
102191,'M'
102191,'Q'
102192,'FN'
102192,'YN'
102192,'BN'
102192,'M'
102192,'Q'
102766,'FN'
102766,'YN'
102766,'BN'
102766,'M'
102766,'Q'
102767,'F'
102767,'Y'
102767,'B'
102767,'H'
102767,'Q'
102768,'F'
102768,'Y'
102768,'H'
102768,'Q'
102768,'K'
102769,'F'
102769,'Y'
102769,'H'
102769,'Q'
102769,'K'
102770,'F'
102770,'Y'
102770,'B'
102770,'M'
102770,'Q'
102771,'F'
102771,'Y'
102771,'B'
102771,'H'
102771,'Q'
102772,'F'
102772,'Y'
102772,'H'
102772,'Q'
102772,'K'
102773,'F'
102773,'Y'
102773,'B'
102773,'M'
102773,'Q'
102774,'F'
102774,'Y'
102774,'H'
102774,'Q'
102774,'K'
102775,'F'
102775,'Y'
102775,'H'
102775,'Q'
102775,'K'
102776,'F'
102776,'Y'
102776,'B'
102776,'M'
102776,'Q'
102777,'F'
102777,'Y'
102777,'B'
102777,'H'
102777,'Q'
102778,'F'
102778,'Y'
102778,'H'
102778,'Q'
102778,'K'
102779,'F'
102779,'Y'
102779,'B'
102779,'M'
102779,'Q'
102781,'F'
102781,'Y'
102781,'H'
102781,'Q'
102781,'K'
102782,'F'
102782,'Y'
102782,'B'
102782,'M'
102782,'Q'
102783,'FN'
102783,'YN'
102783,'H'
102783,'QN'
102783,'K'
102784,'FN'
102784,'YN'
102784,'BN'
102784,'M'
102784,'Q'
102795,'F'
102795,'Y'
102795,'B'
102795,'H'
102795,'Q'
102796,'F'
102796,'Y'
102796,'B'
102796,'M'
102796,'Q'
102797,'F'
102797,'Y'
102797,'H'
102797,'Q'
102797,'K'
102798,'F'
102798,'Y'
102798,'B'
102798,'H'
102798,'Q'
102799,'F'
102799,'Y'
102799,'H'
102799,'Q'
102799,'K'
102800,'F'
102800,'Y'
102800,'B'
102800,'M'
102800,'Q'
102801,'F'
102801,'Y'
102801,'B'
102801,'H'
102801,'Q'
102802,'F'
102802,'Y'
102802,'B'
102802,'M'
102802,'Q'
102803,'F'
102803,'Y'
102803,'B'
102803,'M'
102803,'Q'
102804,'Y'
102804,'H'
102804,'Q'
102804,'K'
102804,'L'
102805,'F'
102805,'Y'
102805,'B'
102805,'H'
102805,'Q'
102806,'F'
102806,'Y'
102806,'H'
102806,'Q'
102806,'K'
102807,'F'
102807,'Y'
102807,'B'
102807,'M'
102807,'Q'
102808,'FN'
102808,'YN'
102808,'H'
102808,'QN'
102808,'K'
102809,'FN'
102809,'YN'
102809,'BN'
102809,'M'
102809,'Q'
102923,'F'
102923,'Y'
102923,'B'
102923,'M'
102923,'Q'
102924,'F'
102924,'Y'
102924,'B'
102924,'M'
102924,'Q'
102925,'F'
102925,'Y'
102925,'H'
102925,'Q'
102925,'K'
102927,'F'
102927,'Y'
102927,'B'
102927,'M'
102927,'Q'
102929,'F'
102929,'Y'
102929,'B'
102929,'M'
102929,'Q'
102930,'F'
102930,'Y'
102930,'H'
102930,'Q'
102930,'K'
102932,'F'
102932,'Y'
102932,'B'
102932,'M'
102932,'Q'
102933,'F'
102933,'Y'
102933,'H'
102933,'Q'
102933,'K'
105584,'F'
105584,'Y'
105584,'B'
105584,'M'
105584,'Q'
105586,'FN'
105586,'YN'
105586,'H'
105586,'QN'
105586,'K'
105588,'F'
105588,'Y'
105588,'B'
105588,'M'
105588,'Q'
105589,'F'
105589,'Y'
105589,'H'
105589,'Q'
105589,'K'
105590,'F'
105590,'Y'
105590,'B'
105590,'M'
105590,'Q'
105591,'F'
105591,'Y'
105591,'H'
105591,'Q'
105591,'K'
105592,'F'
105592,'Y'
105592,'B'
105592,'M'
105592,'Q'
105593,'F'
105593,'Y'
105593,'H'
105593,'Q'
105593,'K'
105594,'Y'
105594,'H'
105594,'Q'
105594,'K'
105594,'L'
105595,'F'
105595,'Y'
105595,'B'
105595,'M'
105595,'Q'
105597,'F'
105597,'Y'
105597,'H'
105597,'Q'
105597,'K'
105598,'F'
105598,'Y'
105598,'H'
105598,'Q'
105598,'K'
105599,'F'
105599,'Y'
105599,'B'
105599,'M'
105599,'Q'
105601,'FN'
105601,'YN'
105601,'BN'
105601,'M'
105601,'Q'
105698,'F'
105698,'Y'
105698,'B'
105698,'H'
105698,'Q'
105699,'F'
105699,'Y'
105699,'B'
105699,'H'
105699,'Q'
105700,'F'
105700,'Y'
105700,'B'
105700,'H'
105700,'Q'
105701,'F'
105701,'Y'
105701,'B'
105701,'H'
105701,'Q'
105702,'F'
105702,'Y'
105702,'B'
105702,'H'
105702,'Q'
105703,'F'
105703,'Y'
105703,'B'
105703,'H'
105703,'Q'
105704,'F'
105704,'Y'
105704,'B'
105704,'H'
105704,'Q'
105705,'F'
105705,'Y'
105705,'B'
105705,'H'
105705,'Q'
105794,'F'
105794,'Y'
105794,'B'
105794,'M'
105794,'Q'
105795,'F'
105795,'Y'
105795,'B'
105795,'M'
105795,'Q'
105796,'F'
105796,'Y'
105796,'Q'
105796,'H'
105796,'K'
105798,'F'
105798,'Y'
105798,'Q'
105798,'H'
105798,'K'
105799,'F'
105799,'Y'
105799,'B'
105799,'M'
105799,'Q'
105800,'F'
105800,'Y'
105800,'Q'
105800,'H'
105800,'K'
105801,'F'
105801,'Y'
105801,'B'
105801,'M'
105801,'V'
105802,'F'
105802,'Y'
105802,'B'
105802,'M'
105802,'Q'
105803,'F'
105803,'Y'
105803,'B'
105803,'M'
105803,'V'
105805,'F'
105805,'Y'
105805,'B'
105805,'M'
105805,'Q'
105806,'F'
105806,'Y'
105806,'B'
105806,'M'
105806,'V'
105807,'F'
105807,'Y'
105807,'B'
105807,'M'
105807,'V'
105808,'F'
105808,'Y'
105808,'B'
105808,'M'
105808,'Q'
105811,'F'
105811,'Y'
105811,'B'
105811,'M'
105811,'V'
105812,'F'
105812,'Y'
105812,'B'
105812,'M'
105812,'Q'
106229,'F'
106229,'Y'
106229,'B'
106229,'H'
106229,'Q'
106230,'F'
106230,'Y'
106230,'M'
106230,'H'
106230,'Q'
106231,'F'
106231,'Y'
106231,'B'
106231,'H'
106231,'Q'
106232,'F'
106232,'Y'
106232,'B'
106232,'M'
106232,'Q'
106234,'F'
106234,'Y'
106234,'B'
106234,'H'
106234,'Q'
106235,'F'
106235,'Y'
106235,'M'
106235,'H'
106235,'Q'
106236,'F'
106236,'Y'
106236,'B'
